"Data include samples collected between October 1, 2013 - September 30, 2017",,,,,,,,,,,
"Data Extracted January 3, 2018",,,,,,,,,,,
EstablishmentId,EstablishmentNumber,EstablishmentName,State,ProjectCode,ProjectName,FormId,CollectionDate,SampleSource,EColiO157H7Analysis,SalmonellaSpAnalysis,NonO157STECAnalysis
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101204519,10/9/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101197259,10/9/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101204793,10/9/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205981,10/12/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
1666,M5497+V5497,Adams Farm Slaughterhouse LLC                                                                       ,MA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205843,10/12/2015,Product-Raw-Intact-Beef,Negative,Positive,Negative
3283,M960A,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101199653,10/12/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
13561,M27440A,"Valley Beef, Inc.                                                                                   ",ID,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101200445,10/13/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101206658,10/13/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101207007,10/13/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101205795,10/13/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101205796,10/14/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205879,10/14/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
6422,M1311,JBS Souderton Inc.                                                                                  ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101207311,10/14/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
14059,M932+P932,West Georgia Processing                                                                             ,GA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101193082,10/14/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
125776,M46706,Northeast Kingdom Processing LLC                                                                    ,VT,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101190747,10/14/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4345,M13445+P13445+V13445,Huse's Processing Inc.                                                                              ,TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101204269,10/14/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101206659,10/14/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101206660,10/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
6422,M1311,JBS Souderton Inc.                                                                                  ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101207313,10/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205880,10/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101205797,10/15/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101209597,10/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
1299,M8547+V8547,Champlain Beef Company Inc.                                                                         ,NY,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101208657,10/15/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101205798,10/16/2015,Product-Raw-Intact-Beef,Negative,NULL,NULL
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205881,10/16/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
6422,M1311,JBS Souderton Inc.                                                                                  ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101207314,10/16/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101209734,10/16/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
1666,M5497+V5497,Adams Farm Slaughterhouse LLC                                                                       ,MA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205844,10/16/2015,Product-Raw-Intact-Beef,Negative,NULL,Negative
1666,M5497+V5497,Adams Farm Slaughterhouse LLC                                                                       ,MA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101211274,10/19/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101211725,10/19/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
6422,M1311,JBS Souderton Inc.                                                                                  ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101207315,10/19/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205882,10/19/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101210798,10/19/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101211694,10/19/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4405,M19478,"ABF Packing, Inc.                                                                                   ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101212146,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
93,M6678+P6678,Ganaderia Santiago Inc.                                                                             ,PR,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101194384,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
3282,M960,"Greater Omaha Packing Co., Inc.                                                                     ",NE,MT52,Follow-up Sampling of Suppliers of Raw Ground Beef Trim or Components,101210800,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,NULL
6807,M9784+P9784+V9784,Leona Meat Plant Inc                                                                                ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101204710,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205885,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
6422,M1311,JBS Souderton Inc.                                                                                  ,PA,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101207317,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101211727,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
7,M96,Central Beef Ind. LLC                                                                               ,FL,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101209587,10/20/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
584,M1085,"Brown Packing Co., Inc.                                                                             ",SC,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101213773,10/21/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
4151,M675,"Caviness Beef Packers, Ltd.                                                                         ",TX,MT53,Follow-up Sampling of Beef Mfg Trim or Other Raw Ground Beef or Beef Patty Components,101205886,10/21/2015,Product-Raw-Intact-Beef,Negative,Negative,Negative
